"","school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G2","G3","Student_Score","Student_Class"
"156","GP","M",17,"U","GT3","T",2,1,"other","other","home","mother",1,1,0,"no","yes","no","no","yes","yes","yes","no",5,4,5,1,2,5,22,9,7,6,5.7,"1"
"157","GP","F",15,"U","GT3","T",1,1,"other","services","course","father",1,2,0,"no","yes","no","no","yes","yes","yes","no",4,4,2,1,2,5,0,12,12,12,12,"3"
"158","GP","F",15,"U","LE3","A",2,1,"at_home","other","home","mother",2,1,0,"no","yes","no","yes","yes","no","yes","yes",4,4,2,1,1,5,0,11,10,10,10,"1"
"159","GP","F",15,"U","GT3","T",3,2,"health","services","home","father",1,2,1,"no","yes","no","no","yes","yes","yes","no",3,3,2,1,1,3,2,11,11,11,11,"3"
"160","GP","F",15,"U","GT3","T",1,2,"at_home","other","course","mother",1,2,0,"no","yes","no","no","no","yes","yes","no",4,3,2,1,1,5,6,13,12,13,13.65,"3"
"161","GP","F",15,"U","GT3","T",1,2,"at_home","services","course","father",1,2,0,"no","no","no","no","no","yes","no","yes",2,3,4,2,4,1,6,11,11,11,11,"3"
"162","GP","M",16,"U","GT3","T",4,4,"teacher","teacher","course","mother",1,1,0,"no","yes","no","no","yes","no","yes","yes",3,3,2,2,1,5,16,9,9,8,7.6,"1"
"163","GP","M",15,"U","LE3","A",2,1,"services","other","course","mother",4,1,0,"no","no","no","no","yes","yes","yes","no",4,5,5,2,5,5,0,12,11,11,11,"3"
"164","GP","M",18,"U","LE3","T",1,1,"other","other","course","mother",1,1,2,"no","no","no","no","yes","no","yes","yes",2,3,5,2,5,4,0,11,9,0,0,"1"
"165","GP","M",16,"U","LE3","T",2,1,"at_home","other","course","mother",1,1,1,"no","no","no","yes","yes","yes","no","yes",4,4,4,3,5,5,6,9,10,10,10,"1"
"166","GP","F",15,"R","GT3","T",3,3,"services","services","reputation","other",2,3,0,"no","yes","yes","yes","yes","yes","yes","yes",4,2,1,2,3,3,2,13,13,13,13,"3"
"167","GP","M",19,"U","GT3","T",3,2,"services","at_home","home","mother",1,1,0,"no","yes","no","no","yes","no","yes","yes",4,5,4,1,1,4,6,11,9,11,12.1,"3"
"168","GP","F",17,"U","GT3","T",4,4,"other","teacher","course","mother",1,1,0,"yes","yes","no","no","yes","yes","no","yes",4,2,1,1,1,4,0,13,13,13,13,"3"
"169","GP","M",15,"R","GT3","T",2,3,"at_home","services","course","mother",1,2,0,"yes","no","yes","yes","yes","yes","no","no",4,4,4,1,1,1,0,7,8,8,8,"1"
"170","GP","M",17,"R","LE3","T",1,2,"other","other","reputation","mother",1,1,3,"no","no","no","no","yes","yes","no","no",2,2,2,3,3,5,14,9,8,10,11,"3"
"171","GP","F",18,"R","GT3","T",1,1,"at_home","other","course","mother",3,1,3,"no","yes","no","yes","no","yes","no","no",5,2,5,1,5,4,6,11,10,11,11.55,"3"
"172","GP","M",16,"R","GT3","T",2,2,"at_home","other","course","mother",3,1,0,"no","no","no","no","no","yes","no","no",4,2,2,1,2,3,4,12,10,11,11.55,"3"
"173","GP","M",16,"U","GT3","T",3,3,"other","services","course","father",1,2,1,"no","yes","no","no","yes","yes","yes","yes",4,5,5,4,4,5,0,10,10,1,0.55,"1"
"174","GP","M",16,"U","LE3","T",1,2,"health","services","course","mother",2,1,2,"no","no","no","no","no","yes","yes","no",4,4,5,3,5,5,0,9,8,10,11,"3"
"175","GP","M",17,"R","LE3","T",2,1,"at_home","other","course","mother",2,1,1,"no","no","yes","yes","yes","no","yes","yes",3,3,2,2,2,5,8,8,8,9,9.45,"1"
"176","GP","M",17,"R","GT3","T",3,2,"other","other","course","mother",2,2,2,"yes","yes","no","no","yes","yes","yes","yes",4,4,4,1,4,3,4,7,6,8,8.8,"1"
"177","GP","M",15,"U","LE3","T",1,2,"other","other","course","mother",2,1,0,"no","no","no","yes","yes","yes","no","no",4,4,4,2,4,5,2,8,9,10,10.5,"1"
"178","GP","M",16,"U","GT3","T",1,3,"at_home","services","course","father",1,1,1,"no","no","no","no","yes","no","yes","no",5,3,3,1,4,2,2,9,8,8,8,"1"
"179","GP","M",17,"R","LE3","T",1,1,"other","services","course","mother",4,2,0,"no","no","no","yes","yes","no","no","yes",5,3,5,1,5,5,0,8,8,8,8,"1"
"180","GP","M",17,"U","GT3","T",3,2,"services","services","course","mother",2,1,3,"no","yes","no","yes","no","no","no","no",4,5,2,1,1,2,10,8,7,8,8.4,"1"
"181","GP","M",16,"U","GT3","T",2,2,"other","other","course","father",1,2,0,"no","no","no","no","yes","no","yes","no",4,3,5,2,4,4,0,9,10,11,11.55,"3"
"182","GP","F",16,"U","GT3","T",4,2,"health","services","home","father",1,2,0,"no","no","no","no","yes","yes","yes","yes",4,2,3,1,1,3,0,17,17,18,18.9,"3"
"183","GP","F",16,"U","GT3","T",2,2,"other","other","home","mother",1,2,0,"no","yes","no","no","no","yes","yes","no",5,1,5,1,1,4,0,12,12,13,13.65,"3"
"184","GP","F",16,"U","GT3","T",4,4,"health","health","reputation","mother",1,2,0,"no","yes","no","no","yes","yes","yes","yes",4,4,2,1,1,3,0,16,16,17,17.85,"3"
"185","GP","M",16,"U","GT3","T",3,4,"other","other","course","father",3,1,1,"no","yes","no","yes","no","yes","yes","no",3,4,5,2,4,2,4,9,9,10,10.5,"1"
"186","GP","M",16,"U","GT3","T",1,0,"other","other","reputation","mother",2,2,0,"no","yes","no","yes","yes","yes","yes","yes",4,3,2,1,1,3,0,16,17,18,18.9,"3"
"187","GP","M",17,"U","LE3","T",4,4,"teacher","other","reputation","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","no",4,4,4,1,3,5,0,11,9,10,10.5,"1"
"188","GP","F",16,"U","GT3","T",1,3,"at_home","services","home","mother",1,2,0,"no","no","no","yes","no","yes","yes","yes",4,3,5,1,1,3,0,14,13,13,13,"3"
"189","GP","F",16,"U","LE3","T",3,3,"other","other","reputation","mother",2,2,0,"no","yes","no","yes","yes","yes","yes","no",4,4,5,1,1,4,0,14,14,15,15.75,"3"
"190","GP","M",17,"U","LE3","T",4,3,"teacher","other","course","mother",2,2,0,"no","no","no","yes","yes","yes","yes","no",4,4,4,4,4,4,0,10,11,11,11,"3"
"191","GP","F",16,"U","GT3","T",2,2,"services","other","reputation","mother",2,2,0,"no","no","no","yes","no","yes","yes","no",3,4,4,1,4,5,0,13,12,14,15.4,"3"
"192","GP","M",17,"U","GT3","T",3,3,"other","other","reputation","father",1,2,0,"no","no","no","yes","no","yes","yes","no",4,3,4,1,4,4,4,11,9,10,10.5,"1"
"193","GP","M",16,"R","GT3","T",4,2,"teacher","services","other","mother",1,1,0,"no","yes","no","yes","yes","yes","yes","yes",4,3,3,3,4,3,8,10,9,11,12.1,"3"
"194","GP","M",17,"U","GT3","T",4,3,"other","other","course","mother",1,2,0,"no","yes","yes","yes","yes","yes","yes","yes",5,2,3,1,1,2,4,11,11,13,14.3,"3"
"195","GP","M",16,"U","GT3","T",4,3,"teacher","other","home","mother",1,2,0,"no","yes","yes","yes","yes","yes","yes","no",3,4,3,2,3,3,4,11,10,11,11.55,"3"
"196","GP","M",16,"U","GT3","T",3,3,"services","other","home","mother",1,2,0,"no","no","no","yes","yes","yes","yes","yes",4,2,3,1,2,3,0,11,12,13,13.65,"3"
"197","GP","F",17,"U","GT3","T",2,4,"services","services","reputation","father",1,2,0,"no","yes","no","yes","yes","yes","no","no",5,4,2,2,3,5,0,17,18,17,16.15,"3"
"198","GP","F",17,"U","LE3","T",3,3,"other","other","reputation","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","yes",5,3,3,2,3,1,32,14,13,14,14.7,"3"
"199","GP","F",16,"U","GT3","T",3,2,"other","other","reputation","mother",1,2,0,"no","yes","no","no","yes","yes","yes","no",1,2,2,1,2,1,8,14,15,16,16.8,"3"
"200","GP","M",17,"U","GT3","T",3,3,"services","services","other","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","yes",4,3,4,2,3,4,6,11,13,14,14.7,"3"
"201","GP","M",16,"U","GT3","T",1,2,"services","services","other","mother",1,1,0,"no","yes","no","yes","yes","yes","yes","yes",3,3,3,1,2,3,0,10,9,11,12.1,"3"
"202","GP","M",16,"U","LE3","T",2,1,"other","other","course","mother",1,2,0,"no","no","no","yes","yes","yes","yes","yes",4,2,3,1,2,5,0,13,14,16,17.6,"3"
"203","GP","F",17,"U","GT3","A",3,3,"health","other","reputation","mother",1,2,0,"no","yes","no","no","no","yes","yes","yes",3,3,3,1,3,3,10,12,13,14,14.7,"3"
"204","GP","M",17,"R","GT3","T",1,2,"at_home","other","home","mother",1,2,0,"no","no","no","no","yes","yes","no","no",3,1,3,1,5,3,6,9,9,10,10.5,"1"
"205","GP","F",16,"U","GT3","T",2,3,"services","services","course","mother",1,2,0,"no","no","no","no","yes","yes","yes","no",4,3,3,1,1,2,6,12,12,13,13.65,"3"
"206","GP","F",17,"U","GT3","T",1,1,"at_home","services","course","mother",1,2,0,"no","no","no","yes","yes","yes","yes","no",5,3,3,1,1,3,0,12,11,12,12.6,"3"
"207","GP","M",17,"U","GT3","T",1,2,"at_home","services","other","other",2,2,0,"no","no","no","yes","no","yes","yes","no",4,4,4,4,5,5,16,10,11,12,12.6,"3"
"208","GP","M",16,"R","GT3","T",3,3,"services","services","reputation","mother",1,1,0,"no","yes","no","yes","yes","yes","yes","no",4,3,2,3,4,5,0,11,10,10,10,"1"
"209","GP","M",16,"U","GT3","T",2,3,"other","other","home","father",2,1,0,"no","no","no","no","yes","yes","yes","no",5,3,3,1,1,3,0,13,12,12,12,"3"
"210","GP","F",17,"U","LE3","T",2,4,"services","services","course","father",1,2,0,"no","no","no","yes","yes","yes","yes","yes",4,3,2,1,1,5,8,14,15,16,16.8,"3"
"211","GP","M",17,"U","GT3","T",4,4,"services","teacher","home","mother",1,1,0,"no","no","no","no","yes","yes","yes","no",5,2,3,1,2,5,4,13,13,14,14.7,"3"
"212","GP","M",16,"R","LE3","T",3,3,"teacher","other","home","father",3,1,0,"no","yes","no","yes","yes","yes","yes","no",3,3,4,3,5,3,16,10,11,12,12.6,"3"
"213","GP","F",17,"U","GT3","T",4,4,"services","teacher","home","mother",2,1,1,"no","yes","no","no","yes","yes","yes","no",4,2,4,2,3,2,30,14,15,16,16.8,"3"
"214","GP","F",16,"U","LE3","T",4,4,"teacher","teacher","reputation","mother",1,2,0,"no","yes","no","no","yes","yes","yes","no",4,5,2,1,2,3,0,11,10,11,11.55,"3"
"215","GP","F",16,"U","GT3","T",4,3,"health","other","home","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","no",4,3,5,1,5,2,2,14,14,15,15.75,"3"
"216","GP","F",16,"U","GT3","T",2,3,"other","other","reputation","mother",1,2,0,"yes","yes","no","yes","yes","yes","no","no",4,4,3,1,3,4,4,11,12,12,12,"3"
"217","GP","F",17,"U","GT3","T",1,1,"other","other","course","mother",1,2,0,"no","yes","no","no","no","yes","no","no",4,4,4,1,3,1,0,14,15,15,15,"3"
"218","GP","F",17,"R","GT3","T",2,2,"other","other","reputation","mother",1,1,0,"no","yes","no","no","yes","yes","yes","no",5,3,2,1,2,3,21,13,13,13,13,"3"
"219","GP","F",16,"R","GT3","T",2,2,"services","services","reputation","mother",2,4,0,"no","yes","no","yes","no","yes","yes","no",5,3,5,1,1,5,6,13,13,13,13,"3"
"220","GP","F",17,"U","GT3","T",3,4,"at_home","services","home","mother",1,3,1,"no","yes","yes","no","yes","yes","yes","yes",4,4,3,3,4,5,14,8,9,8,7.6,"1"
"221","GP","F",16,"U","GT3","A",3,1,"services","other","course","mother",1,2,0,"no","yes","no","no","yes","yes","yes","no",2,3,3,2,2,4,2,11,11,12,12.6,"3"
"222","GP","F",16,"U","GT3","T",4,3,"teacher","other","other","mother",1,2,0,"no","no","no","yes","yes","yes","yes","yes",1,3,2,1,1,1,4,14,15,15,15,"3"
"223","GP","F",16,"U","GT3","T",1,1,"at_home","other","home","mother",2,1,0,"no","yes","no","no","yes","yes","no","no",4,3,2,1,4,5,2,12,13,13,13,"3"
"224","GP","F",17,"R","GT3","T",4,3,"teacher","other","reputation","mother",2,3,0,"no","yes","no","yes","yes","yes","yes","yes",4,4,2,1,1,4,0,11,12,12,12,"3"
"225","GP","F",19,"U","GT3","T",3,3,"other","other","reputation","other",1,4,0,"no","yes","no","yes","yes","yes","yes","no",4,3,3,1,2,3,4,12,12,12,12,"3"
"226","GP","M",17,"U","LE3","T",4,4,"services","other","home","mother",1,2,0,"no","yes","no","no","yes","yes","yes","yes",5,3,5,4,5,3,15,13,12,12,12,"3"
"227","GP","F",16,"U","GT3","A",2,2,"other","other","reputation","mother",1,2,0,"yes","yes","no","no","yes","yes","yes","no",3,3,4,1,1,4,0,13,13,13,13,"3"
"228","GP","M",18,"U","GT3","T",2,2,"services","other","home","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","no",4,4,4,2,4,5,10,12,11,11,11,"3"
"229","GP","F",17,"R","LE3","T",4,4,"services","other","other","mother",1,1,0,"no","yes","no","no","yes","yes","no","no",5,2,1,1,2,3,6,12,11,11,11,"3"
"230","GP","F",17,"U","LE3","T",3,2,"other","other","reputation","mother",2,2,0,"no","no","no","no","yes","yes","yes","no",4,4,4,1,3,1,2,14,16,15,14.25,"3"
"231","GP","F",17,"U","GT3","T",4,3,"other","other","reputation","mother",1,2,0,"no","no","no","no","yes","yes","yes","yes",3,4,5,2,4,1,16,11,9,10,10.5,"1"
"232","GP","M",18,"U","LE3","T",3,3,"services","health","home","father",1,2,0,"no","yes","no","no","yes","yes","yes","no",3,2,4,2,4,4,10,10,10,10,10,"1"
"233","GP","F",17,"U","GT3","T",2,3,"at_home","other","home","father",2,1,0,"no","yes","no","no","yes","yes","no","no",3,3,3,1,4,3,4,12,13,13,13,"3"
"234","GP","F",17,"U","GT3","T",2,2,"at_home","at_home","course","mother",1,3,0,"no","yes","no","yes","yes","yes","yes","no",4,3,3,1,1,4,0,12,12,13,13.65,"3"
"235","GP","F",17,"R","GT3","T",2,1,"at_home","services","reputation","mother",2,2,0,"no","yes","no","yes","yes","yes","yes","no",4,2,5,1,2,5,0,11,10,11,11.55,"3"
"236","GP","F",17,"U","GT3","T",1,1,"at_home","other","reputation","mother",1,3,0,"no","yes","no","yes","yes","yes","no","yes",4,3,4,1,1,5,12,12,12,12,12,"3"
"237","GP","F",16,"U","GT3","T",2,3,"services","teacher","other","mother",1,2,0,"yes","no","no","no","yes","yes","yes","no",2,3,1,1,1,3,0,13,13,14,14.7,"3"
"238","GP","M",18,"U","GT3","T",2,2,"other","other","home","mother",2,2,3,"no","yes","yes","no","yes","yes","yes","no",3,3,3,5,5,4,9,10,9,10,10.5,"1"
"239","GP","F",16,"U","GT3","T",4,4,"teacher","services","home","mother",1,3,0,"no","yes","no","yes","no","yes","yes","no",5,3,2,1,1,5,4,15,16,16,16,"3"
"240","GP","F",18,"R","GT3","T",3,1,"other","other","reputation","mother",1,2,0,"no","no","no","yes","yes","yes","yes","yes",5,3,3,1,1,4,4,8,8,8,8,"1"
"241","GP","F",17,"U","GT3","T",3,2,"other","other","course","mother",1,2,0,"no","no","no","yes","no","yes","yes","no",5,3,4,1,3,3,2,17,18,17,16.15,"3"
"242","GP","M",17,"U","LE3","T",2,3,"services","services","reputation","father",1,2,0,"no","yes","no","no","no","yes","yes","no",5,3,3,1,3,3,0,10,11,11,11,"3"
"243","GP","M",18,"U","LE3","T",2,1,"at_home","other","course","mother",4,2,0,"yes","yes","no","yes","yes","yes","yes","yes",4,3,2,4,5,3,2,9,10,11,11.55,"3"
"244","GP","F",17,"U","GT3","A",2,1,"other","other","course","mother",2,3,0,"no","no","no","yes","yes","yes","yes","yes",3,2,3,1,2,3,0,15,15,16,16.8,"3"
"245","GP","F",17,"U","LE3","T",4,3,"health","other","reputation","father",1,2,0,"no","no","no","yes","yes","yes","yes","yes",3,2,3,1,2,3,0,14,12,12,12,"3"
"246","GP","M",17,"R","GT3","T",2,2,"other","other","course","father",2,2,0,"no","yes","no","yes","yes","yes","yes","no",4,5,2,1,1,1,0,12,13,13,13,"3"
"247","GP","M",17,"U","GT3","T",4,4,"teacher","teacher","reputation","mother",1,2,0,"yes","yes","no","yes","yes","yes","yes","yes",4,5,5,1,3,2,0,13,13,13,13,"3"
"248","GP","M",16,"U","GT3","T",4,4,"health","other","reputation","father",1,2,0,"no","yes","no","yes","yes","yes","yes","no",4,2,4,2,4,1,0,13,13,14,14.7,"3"
"249","GP","M",16,"U","LE3","T",1,1,"other","other","home","mother",2,2,0,"no","yes","no","no","yes","yes","yes","no",3,4,2,1,1,5,2,9,9,9,9,"1"
"250","GP","M",16,"U","GT3","T",3,2,"at_home","other","reputation","mother",2,3,0,"no","no","no","yes","yes","yes","yes","yes",5,3,3,1,3,2,0,12,12,12,12,"3"
"251","GP","M",17,"U","LE3","T",2,2,"other","other","home","father",1,2,0,"no","no","no","yes","no","yes","yes","yes",4,4,2,5,5,4,0,16,16,16,16,"3"
"252","GP","F",16,"U","GT3","T",2,1,"other","other","home","mother",1,1,0,"no","no","no","no","yes","yes","yes","yes",4,5,2,1,1,5,4,9,10,10,10,"1"
"253","GP","F",16,"U","GT3","A",4,1,"other","other","home","mother",1,2,0,"no","no","no","yes","yes","yes","yes","yes",5,3,3,1,2,5,0,14,13,13,13,"3"
"254","GP","F",18,"U","LE3","A",2,4,"services","other","course","mother",2,2,1,"no","yes","no","no","yes","yes","yes","no",4,3,3,1,1,3,18,10,10,10,10,"1"
"255","GP","F",18,"U","LE3","T",2,2,"at_home","services","course","mother",1,2,1,"no","yes","no","no","no","yes","yes","yes",5,3,1,1,1,5,16,9,8,10,11,"3"
"256","GP","F",18,"U","GT3","T",3,3,"other","other","course","mother",2,1,1,"no","no","no","no","yes","no","yes","no",4,1,1,1,1,3,14,8,7,7,7,"1"
"257","GP","M",18,"U","GT3","T",2,2,"other","at_home","course","other",1,1,1,"no","yes","no","yes","no","no","yes","yes",4,4,3,2,2,1,26,7,8,8,8,"1"
"258","GP","M",17,"U","GT3","T",4,4,"teacher","teacher","course","mother",1,1,0,"no","yes","no","yes","no","yes","yes","no",4,2,1,1,2,5,6,10,8,9,9.45,"1"
"259","GP","F",17,"U","GT3","T",3,2,"other","other","course","father",1,2,0,"no","no","no","yes","yes","yes","no","no",5,4,2,1,1,3,4,14,14,15,15.75,"3"
"260","GP","F",17,"U","LE3","T",1,1,"at_home","at_home","course","mother",1,3,0,"no","yes","no","yes","yes","yes","yes","yes",4,3,2,1,2,4,10,11,10,10,10,"1"
"261","GP","F",16,"U","GT3","T",1,2,"other","other","course","mother",1,1,0,"no","no","no","no","yes","no","yes","no",5,3,5,1,2,5,4,12,11,11,11,"3"
"262","GP","F",17,"R","GT3","T",2,1,"at_home","services","course","mother",3,2,0,"no","no","no","yes","yes","yes","no","no",2,1,1,1,1,3,2,13,13,13,13,"3"
"263","GP","F",17,"R","LE3","A",1,4,"other","other","course","other",4,1,1,"no","yes","no","no","yes","yes","yes","no",5,5,4,1,1,5,14,9,9,8,7.6,"1"
"264","GP","M",18,"U","GT3","T",2,2,"other","services","reputation","father",1,2,0,"no","no","no","no","yes","no","yes","no",5,5,4,3,5,2,16,8,7,8,8.4,"1"
"265","GP","F",17,"U","LE3","A",2,2,"other","other","home","mother",1,1,1,"no","yes","no","no","no","no","yes","no",3,1,2,1,1,1,8,11,9,10,10.5,"1"
"266","GP","F",17,"R","LE3","T",1,1,"at_home","other","course","mother",2,3,0,"no","no","no","yes","yes","yes","yes","no",4,3,3,1,3,5,4,15,14,15,15.75,"3"
"267","GP","F",17,"U","LE3","A",4,2,"teacher","other","course","mother",1,2,0,"no","yes","no","yes","yes","yes","no","no",4,3,2,1,1,4,4,15,14,14,14,"3"
"268","GP","M",17,"U","LE3","T",4,3,"health","other","course","mother",2,2,0,"no","no","no","yes","yes","yes","yes","yes",2,5,5,1,4,5,8,15,15,15,15,"3"
"269","GP","M",17,"R","LE3","A",4,4,"teacher","other","course","mother",2,2,0,"no","yes","no","no","yes","yes","yes","no",3,3,3,2,3,4,0,12,12,12,12,"3"
"270","GP","M",16,"U","LE3","T",4,3,"teacher","other","course","mother",1,1,0,"no","no","no","yes","no","yes","yes","no",5,4,5,1,1,3,7,14,14,15,15.75,"3"
"271","GP","M",16,"U","GT3","T",4,4,"services","services","course","mother",1,1,0,"no","no","yes","yes","yes","yes","yes","no",5,3,2,1,2,5,4,14,15,15,15,"3"
"272","GP","F",17,"U","GT3","T",4,4,"teacher","services","course","mother",1,2,0,"no","yes","yes","no","yes","yes","yes","yes",5,3,1,1,4,5,2,11,11,12,12.6,"3"
"273","GP","M",17,"R","GT3","T",1,1,"other","other","home","father",2,3,0,"no","no","no","no","no","yes","yes","yes",4,3,3,1,1,1,2,13,14,15,15.75,"3"
"274","GP","F",17,"U","GT3","T",3,3,"services","other","home","mother",2,3,0,"no","yes","no","no","yes","yes","yes","yes",4,2,2,2,3,5,10,11,11,11,11,"3"
"275","GP","F",17,"U","GT3","T",1,1,"at_home","other","course","mother",1,2,0,"yes","no","no","no","no","yes","no","yes",4,3,2,1,1,4,10,10,9,10,10.5,"1"
"276","GP","F",18,"U","GT3","T",2,1,"other","other","course","other",2,3,0,"no","yes","no","no","no","yes","yes","yes",4,4,4,1,1,3,10,12,10,11,11.55,"3"
"277","GP","M",16,"U","GT3","T",2,1,"other","other","course","mother",3,1,0,"no","no","no","no","yes","yes","yes","no",4,3,3,1,1,4,7,15,16,16,16,"3"
"278","GP","F",17,"U","GT3","T",1,1,"other","services","course","father",1,2,0,"no","yes","no","no","yes","yes","no","no",4,3,4,1,2,5,4,11,10,11,11.55,"3"
"279","GP","M",17,"U","GT3","T",2,3,"other","other","course","father",2,1,0,"no","no","no","no","yes","yes","yes","no",5,2,2,1,1,2,2,9,12,13,13.65,"3"
"280","GP","M",22,"U","GT3","T",3,1,"services","services","other","mother",1,1,3,"no","no","no","no","no","no","yes","yes",5,4,5,5,5,1,12,7,8,5,4.25,"1"
"281","GP","M",18,"R","LE3","T",3,3,"other","services","course","mother",1,2,0,"no","yes","no","no","yes","yes","yes","yes",4,3,3,1,3,5,8,10,9,10,10.5,"1"
"282","GP","M",16,"U","GT3","T",0,2,"other","other","other","mother",1,1,0,"no","no","no","no","no","yes","yes","no",4,3,2,2,4,5,0,11,12,11,10.45,"1"
"283","GP","M",18,"U","GT3","T",3,2,"services","other","course","mother",2,1,0,"no","no","no","no","yes","no","yes","no",4,4,5,2,4,5,8,7,8,7,6.65,"1"
"284","GP","M",16,"U","GT3","T",3,3,"at_home","other","reputation","other",3,2,1,"yes","yes","no","no","no","yes","yes","no",5,3,3,1,3,2,4,9,11,10,9.5,"1"
"285","GP","M",18,"U","GT3","T",2,1,"services","services","other","mother",1,1,2,"no","no","no","no","no","no","yes","no",3,2,5,2,5,5,4,7,8,6,5.4,"1"
"286","GP","M",16,"R","GT3","T",2,1,"other","other","course","mother",2,1,0,"no","no","no","yes","no","yes","no","no",3,3,2,1,3,3,2,14,13,12,11.4,"3"
"287","GP","M",17,"R","GT3","T",2,1,"other","other","course","mother",1,1,0,"no","no","no","no","no","yes","yes","no",4,4,2,2,4,5,0,12,12,13,13.65,"3"
"288","GP","M",17,"U","LE3","T",1,1,"health","other","course","mother",2,1,1,"no","yes","no","yes","yes","yes","yes","no",4,4,4,1,2,5,0,9,10,10,10,"1"
"289","GP","F",18,"U","LE3","A",2,1,"other","other","course","mother",1,2,0,"no","yes","no","no","no","yes","yes","yes",4,3,4,1,3,5,2,12,12,13,13.65,"3"
"290","GP","F",17,"U","LE3","T",4,2,"teacher","services","reputation","mother",1,4,0,"no","yes","no","yes","yes","yes","yes","no",4,2,3,1,1,4,2,14,15,17,18.7,"3"
"291","GP","F",19,"U","GT3","T",2,2,"services","services","home","mother",1,2,0,"no","yes","no","no","yes","yes","yes","no",4,3,3,1,1,5,0,10,10,11,11.55,"3"
"292","GP","M",18,"U","LE3","T",2,1,"services","other","course","mother",3,2,1,"no","no","no","yes","no","no","yes","no",4,4,5,4,4,5,4,11,10,11,11.55,"3"
"293","GP","F",17,"R","GT3","T",4,2,"other","other","course","mother",1,3,0,"no","yes","no","yes","yes","yes","yes","no",4,3,4,1,3,5,2,11,12,14,15.4,"3"
"294","GP","F",18,"U","LE3","T",1,1,"other","at_home","home","mother",1,3,0,"no","yes","no","no","no","yes","no","no",4,4,3,2,3,3,4,11,12,14,15.4,"3"
"295","GP","F",18,"R","GT3","T",2,2,"other","other","home","mother",1,2,0,"yes","no","no","no","yes","yes","no","no",3,2,3,1,1,5,4,11,11,13,14.3,"3"
"296","GP","M",19,"U","LE3","A",4,3,"services","at_home","reputation","mother",1,2,0,"no","yes","no","no","yes","yes","yes","no",4,3,1,1,1,1,4,11,13,14,14.7,"3"
"297","GP","M",18,"U","GT3","T",2,1,"other","other","home","mother",1,2,0,"no","no","no","yes","yes","yes","yes","no",5,2,4,1,2,4,2,16,16,16,16,"3"
"298","GP","M",17,"R","GT3","T",2,2,"other","services","other","mother",2,1,0,"no","no","no","no","no","no","no","no",5,2,2,1,1,4,0,9,10,10,10,"1"
"299","GP","F",17,"U","LE3","T",2,2,"services","services","course","father",1,4,0,"no","no","no","yes","yes","yes","yes","yes",3,4,1,1,1,2,2,10,11,12,12.6,"3"
"300","GP","F",20,"R","GT3","T",2,1,"other","other","course","other",2,2,0,"no","yes","yes","yes","yes","no","yes","yes",1,2,3,1,2,2,8,10,12,12,12,"3"
"301","GP","F",18,"U","GT3","T",4,3,"services","other","home","father",1,2,0,"no","yes","no","no","yes","yes","yes","yes",3,1,2,1,3,2,2,15,15,15,15,"3"
"302","GP","M",18,"U","GT3","T",4,3,"teacher","other","course","mother",1,2,0,"no","yes","no","no","no","yes","yes","no",4,3,2,1,1,3,2,10,10,11,11.55,"3"
"303","GP","M",18,"R","GT3","T",3,2,"other","other","course","mother",1,3,0,"no","no","no","yes","no","yes","no","no",5,3,2,1,1,3,2,10,11,12,12.6,"3"
"304","GP","F",17,"U","GT3","T",3,3,"other","other","home","mother",1,3,0,"no","no","no","yes","no","yes","no","no",3,2,3,1,1,4,2,15,12,13,13.65,"3"
"305","GP","F",18,"U","GT3","T",2,2,"at_home","services","home","mother",1,3,0,"no","yes","no","yes","yes","yes","yes","yes",4,3,3,1,1,3,0,11,12,13,13.65,"3"
"306","GP","M",17,"U","GT3","T",2,2,"other","other","home","father",2,1,0,"no","no","no","no","yes","no","yes","no",4,4,4,2,3,4,8,8,8,9,9.45,"1"
"307","GP","M",18,"R","LE3","A",3,4,"other","other","reputation","mother",2,2,0,"no","yes","no","yes","yes","yes","yes","no",4,2,5,3,4,1,6,15,16,16,16,"3"
"308","GP","M",17,"U","GT3","T",3,1,"services","other","other","mother",1,2,0,"no","no","no","yes","yes","yes","yes","yes",5,4,4,3,4,5,0,11,11,14,16.1,"3"
"309","GP","F",18,"R","GT3","T",4,4,"teacher","other","reputation","mother",2,2,0,"no","no","no","yes","yes","yes","yes","no",4,3,4,2,2,4,8,10,11,12,12.6,"3"
"310","GP","M",18,"U","GT3","T",4,2,"health","other","reputation","father",1,2,0,"no","yes","no","yes","yes","yes","yes","yes",5,4,5,1,3,5,4,10,12,14,15.4,"3"
"311","GP","F",18,"R","GT3","T",2,1,"other","other","reputation","mother",2,2,0,"no","yes","no","no","yes","no","yes","yes",4,3,5,1,2,3,12,8,9,10,10.5,"1"
"312","GP","F",19,"U","GT3","T",3,3,"other","services","home","other",1,2,0,"no","yes","no","yes","yes","yes","yes","no",4,3,5,3,3,5,16,11,12,12,12,"3"
